|   RF cutoff |   GPR cutoff |   Points in-domain |   Points out-domain |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |
|         0.9 |          0.6 |               5340 |                 372 |                     0.00336 |                      0.07524 |                     0.00029 |                      0.00417 |                     0.00008 |                      0.00122 |                     0.00002 |                      0.00036 |                     0.00000 |                      0.00009 |                              311.76487 |                               496.53841 |                               88.16116 |                                94.80226 |                               41.72363 |                                47.04986 |                               21.46945 |                                27.88164 |                                8.88413 |                                16.64639 |                         5.69582 |                          2.58713 |                         8.12870 |                          5.47984 |                         9.48722 |                          6.70677 |                        10.84977 |                          7.92803 |                        12.62619 |                          9.33094 |                                    5.74225 |                                     6.20766 |                                    4.47917 |                                     4.55179 |                                    3.73107 |                                     3.85121 |                                    3.06663 |                                     3.32797 |                                    2.18427 |                                     2.81219 |
|         0.9 |          0.7 |               5483 |                 229 |                     0.00325 |                      0.05765 |                     0.00028 |                      0.00313 |                     0.00007 |                      0.00103 |                     0.00002 |                      0.00035 |                     0.00000 |                      0.00011 |                              303.20049 |                               207.38773 |                               89.19233 |                                44.42779 |                               41.53518 |                                24.95259 |                               21.14660 |                                16.89254 |                                8.72366 |                                12.21269 |                         5.72894 |                          2.85344 |                         8.16745 |                          5.76531 |                         9.52675 |                          6.87769 |                        10.88895 |                          7.96212 |                        12.66505 |                          9.15666 |                                    5.71439 |                                     5.33459 |                                    4.49080 |                                     3.79387 |                                    3.72654 |                                     3.21698 |                                    3.05148 |                                     2.82687 |                                    2.16604 |                                     2.50248 |
|         0.9 |          0.8 |               5512 |                 200 |                     0.00327 |                      0.04447 |                     0.00028 |                      0.00267 |                     0.00007 |                      0.00087 |                     0.00002 |                      0.00034 |                     0.00000 |                      0.00011 |                              313.54919 |                               122.34980 |                               89.68900 |                                31.48799 |                               41.54263 |                                18.17404 |                               21.18888 |                                14.16022 |                                8.73593 |                                10.69251 |                         5.72308 |                          3.11293 |                         8.17065 |                          5.92663 |                         9.53166 |                          7.04755 |                        10.89470 |                          7.99135 |                        12.67159 |                          9.14067 |                                    5.74796 |                                     4.80688 |                                    4.49635 |                                     3.44961 |                                    3.72672 |                                     2.89999 |                                    3.05348 |                                     2.65044 |                                    2.16744 |                                     2.36954 |
|         0.9 |          0.9 |               5557 |                 155 |                     0.00323 |                      0.03665 |                     0.00028 |                      0.00256 |                     0.00007 |                      0.00088 |                     0.00002 |                      0.00034 |                     0.00000 |                      0.00012 |                              309.10874 |                                98.29726 |                               88.74974 |                                22.96904 |                               41.20526 |                                14.33092 |                               20.99591 |                                11.31788 |                                8.65787 |                                 8.97210 |                         5.73595 |                          3.30632 |                         8.18765 |                          5.96646 |                         9.54895 |                          7.03966 |                        10.91182 |                          7.97983 |                        12.68907 |                          9.04687 |                                    5.73369 |                                     4.58800 |                                    4.48582 |                                     3.13415 |                                    3.71857 |                                     2.66242 |                                    3.04433 |                                     2.42638 |                                    2.15847 |                                     2.19412 |
|         0.9 |          1.0 |               5572 |                 140 |                     0.00319 |                      0.03658 |                     0.00028 |                      0.00235 |                     0.00007 |                      0.00084 |                     0.00002 |                      0.00032 |                     0.00000 |                      0.00011 |                              310.01238 |                                84.53651 |                               88.48723 |                                19.13014 |                               40.93362 |                                12.29311 |                               20.94546 |                                 9.54742 |                                8.66397 |                                 7.72581 |                         5.74775 |                          3.30815 |                         8.19233 |                          6.05465 |                         9.55361 |                          7.08049 |                        10.91571 |                          8.04517 |                        12.69306 |                          9.09875 |                                    5.73661 |                                     4.43718 |                                    4.48286 |                                     2.95127 |                                    3.71195 |                                     2.50904 |                                    3.04192 |                                     2.25627 |                                    2.15917 |                                     2.04457 |
|         0.9 |          1.1 |               5583 |                 129 |                     0.00320 |                      0.04273 |                     0.00028 |                      0.00257 |                     0.00007 |                      0.00094 |                     0.00002 |                      0.00032 |                     0.00000 |                      0.00010 |                              308.23786 |                                92.55942 |                               89.18156 |                                20.21407 |                               41.29126 |                                12.85443 |                               21.07129 |                                 8.63271 |                                8.72626 |                                 6.44904 |                         5.74423 |                          3.15294 |                         8.18842 |                          5.96286 |                         9.54941 |                          6.96801 |                        10.91078 |                          8.06234 |                        12.68834 |                          9.19619 |                                    5.73087 |                                     4.52785 |                                    4.49067 |                                     3.00638 |                                    3.72065 |                                     2.55369 |                                    3.04791 |                                     2.15556 |                                    2.16634 |                                     1.86393 |
|         1.0 |          0.5 |               5127 |                 585 |                     0.00347 |                      0.09907 |                     0.00031 |                      0.00506 |                     0.00008 |                      0.00137 |                     0.00002 |                      0.00038 |                     0.00000 |                      0.00008 |                              315.77308 |                               882.22312 |                               90.57897 |                               195.83985 |                               42.49929 |                                89.04013 |                               21.82805 |                                47.17725 |                                8.91926 |                                24.94116 |                         5.66379 |                          2.31197 |                         8.09133 |                          5.28727 |                         9.45244 |                          6.59344 |                        10.81185 |                          7.87047 |                        12.59143 |                          9.40342 |                                    5.75502 |                                     6.78244 |                                    4.50622 |                                     5.27730 |                                    3.74949 |                                     4.48909 |                                    3.08320 |                                     3.85391 |                                    2.18821 |                                     3.21652 |
|         1.0 |          0.6 |               5390 |                 322 |                     0.00319 |                      0.09850 |                     0.00028 |                      0.00527 |                     0.00007 |                      0.00152 |                     0.00002 |                      0.00046 |                     0.00000 |                      0.00011 |                              292.72135 |                               608.94518 |                               86.10146 |                               106.46256 |                               40.79880 |                                53.71259 |                               20.90802 |                                31.91679 |                                8.65929 |                                17.77963 |                         5.74706 |                          2.31765 |                         8.16616 |                          5.24487 |                         9.52314 |                          6.48879 |                        10.88450 |                          7.69017 |                        12.65919 |                          9.13654 |                                    5.67922 |                                     6.41173 |                                    4.45553 |                                     4.66779 |                                    3.70865 |                                     3.98365 |                                    3.04013 |                                     3.46313 |                                    2.15863 |                                     2.87805 |
|         1.0 |          0.7 |               5535 |                 177 |                     0.00308 |                      0.08853 |                     0.00027 |                      0.00460 |                     0.00007 |                      0.00148 |                     0.00002 |                      0.00052 |                     0.00000 |                      0.00015 |                              292.03403 |                               222.24292 |                               86.70331 |                                49.20594 |                               40.38265 |                                27.89918 |                               20.66811 |                                19.70788 |                                8.56268 |                                13.13306 |                         5.78235 |                          2.42445 |                         8.20601 |                          5.38139 |                         9.56364 |                          6.51894 |                        10.92472 |                          7.55962 |                        12.69871 |                          8.81267 |                                    5.67687 |                                     5.40377 |                                    4.46249 |                                     3.89601 |                                    3.69840 |                                     3.32860 |                                    3.02859 |                                     2.98102 |                                    2.14741 |                                     2.57513 |
|         1.0 |          0.8 |               5564 |                 148 |                     0.00310 |                      0.06632 |                     0.00027 |                      0.00375 |                     0.00007 |                      0.00121 |                     0.00002 |                      0.00052 |                     0.00000 |                      0.00016 |                              299.50304 |                               150.82223 |                               86.86954 |                                32.42583 |                               40.28485 |                                19.15685 |                               20.59852 |                                16.69038 |                                8.55244 |                                11.41655 |                         5.77610 |                          2.71322 |                         8.20913 |                          5.58713 |                         9.56847 |                          6.71558 |                        10.93041 |                          7.55316 |                        12.70515 |                          8.76150 |                                    5.70212 |                                     5.01610 |                                    4.46441 |                                     3.47896 |                                    3.69598 |                                     2.95266 |                                    3.02522 |                                     2.81483 |                                    2.14622 |                                     2.43506 |
|         1.0 |          0.9 |               5611 |                 101 |                     0.00306 |                      0.05763 |                     0.00027 |                      0.00402 |                     0.00007 |                      0.00148 |                     0.00002 |                      0.00061 |                     0.00000 |                      0.00020 |                              287.27030 |                                91.08095 |                               85.91253 |                                24.58761 |                               40.27603 |                                15.88420 |                               20.49073 |                                12.74860 |                                8.48098 |                                 9.83411 |                         5.78798 |                          2.85369 |                         8.22514 |                          5.51675 |                         9.58487 |                          6.51550 |                        10.94637 |                          7.40520 |                        12.72145 |                          8.52036 |                                    5.66042 |                                     4.51175 |                                    4.45333 |                                     3.20224 |                                    3.69576 |                                     2.76533 |                                    3.01997 |                                     2.54542 |                                    2.13783 |                                     2.28586 |
|         1.0 |          1.0 |               5626 |                  86 |                     0.00303 |                      0.07668 |                     0.00027 |                      0.00433 |                     0.00007 |                      0.00166 |                     0.00002 |                      0.00062 |                     0.00000 |                      0.00021 |                              282.82623 |                               113.97346 |                               86.33385 |                                22.50172 |                               40.26359 |                                15.51231 |                               20.46190 |                                11.04277 |                                8.47463 |                                 9.02247 |                         5.79973 |                          2.56814 |                         8.22965 |                          5.44303 |                         9.58935 |                          6.40063 |                        10.95013 |                          7.39375 |                        12.72508 |                          8.45378 |                                    5.64483 |                                     4.73597 |                                    4.45822 |                                     3.11359 |                                    3.69545 |                                     2.74163 |                                    3.01856 |                                     2.40178 |                                    2.13708 |                                     2.19972 |
|         1.0 |          1.1 |               5637 |                  75 |                     0.00304 |                      0.09884 |                     0.00027 |                      0.00510 |                     0.00007 |                      0.00203 |                     0.00002 |                      0.00067 |                     0.00000 |                      0.00021 |                              289.58013 |                               111.00630 |                               86.93361 |                                22.45048 |                               40.44135 |                                16.71549 |                               20.53165 |                                10.43010 |                                8.53456 |                                 7.86525 |                         5.79602 |                          2.31428 |                         8.22561 |                          5.27763 |                         9.58502 |                          6.19783 |                        10.94499 |                          7.31433 |                        12.72001 |                          8.44738 |                                    5.66843 |                                     4.70959 |                                    4.46514 |                                     3.11131 |                                    3.69985 |                                     2.81634 |                                    3.02197 |                                     2.34470 |                                    2.14412 |                                     2.06245 |
|         1.1 |          0.5 |               5145 |                 567 |                     0.00341 |                      0.10505 |                     0.00030 |                      0.00536 |                     0.00008 |                      0.00145 |                     0.00002 |                      0.00040 |                     0.00000 |                      0.00009 |                              319.51585 |                               860.87539 |                               89.24432 |                               192.44648 |                               42.14894 |                                88.53056 |                               21.64990 |                                47.71599 |                                8.84035 |                                25.18660 |                         5.68100 |                          2.25330 |                         8.10476 |                          5.22883 |                         9.46569 |                          6.53832 |                        10.82466 |                          7.81536 |                        12.60274 |                          9.35866 |                                    5.76681 |                                     6.75795 |                                    4.49138 |                                     5.25982 |                                    3.74121 |                                     4.48335 |                                    3.07500 |                                     3.86527 |                                    2.17933 |                                     3.22631 |
|         1.1 |          0.6 |               5408 |                 304 |                     0.00314 |                      0.10835 |                     0.00028 |                      0.00577 |                     0.00007 |                      0.00164 |                     0.00002 |                      0.00050 |                     0.00000 |                      0.00012 |                              290.39736 |                               626.62540 |                               85.76309 |                               108.91007 |                               40.57200 |                                54.13012 |                               20.75341 |                                32.46624 |                                8.58103 |                                18.13011 |                         5.76424 |                          2.22237 |                         8.17944 |                          5.15435 |                         9.53630 |                          6.41368 |                        10.89718 |                          7.60334 |                        12.67005 |                          9.05484 |                                    5.67125 |                                     6.44035 |                                    4.45159 |                                     4.69052 |                                    3.70308 |                                     3.99139 |                                    3.03271 |                                     3.48020 |                                    2.14955 |                                     2.89757 |
|         1.1 |          0.7 |               5560 |                 152 |                     0.00301 |                      0.12046 |                     0.00027 |                      0.00644 |                     0.00007 |                      0.00195 |                     0.00002 |                      0.00068 |                     0.00000 |                      0.00018 |                              292.25123 |                               292.11018 |                               85.69078 |                                57.15758 |                               39.80614 |                                31.31535 |                               20.31459 |                                22.17041 |                                8.45034 |                                13.81871 |                         5.80616 |                          2.11643 |                         8.22522 |                          5.04447 |                         9.58270 |                          6.23953 |                        10.94315 |                          7.29107 |                        12.71474 |                          8.59580 |                                    5.67761 |                                     5.67713 |                                    4.45075 |                                     4.04581 |                                    3.68402 |                                     3.44411 |                                    3.01134 |                                     3.09876 |                                    2.13421 |                                     2.62602 |
|         1.1 |          0.8 |               5589 |                 123 |                     0.00303 |                      0.09209 |                     0.00027 |                      0.00545 |                     0.00007 |                      0.00161 |                     0.00002 |                      0.00071 |                     0.00000 |                      0.00020 |                              289.23704 |                               180.26015 |                               85.36627 |                                41.15290 |                               39.83785 |                                20.96428 |                               20.29530 |                                18.34160 |                                8.44595 |                                12.06261 |                         5.79984 |                          2.38504 |                         8.22835 |                          5.21135 |                         9.58756 |                          6.43179 |                        10.94886 |                          7.25599 |                        12.72117 |                          8.51834 |                                    5.66725 |                                     5.19440 |                                    4.44695 |                                     3.71729 |                                    3.68482 |                                     3.04282 |                                    3.01039 |                                     2.90917 |                                    2.13369 |                                     2.49011 |
|         1.1 |          0.9 |               5636 |                  76 |                     0.00299 |                      0.07779 |                     0.00026 |                      0.00643 |                     0.00007 |                      0.00206 |                     0.00002 |                      0.00088 |                     0.00000 |                      0.00028 |                              283.77062 |                                90.36224 |                               85.24596 |                                28.85501 |                               39.68920 |                                17.07414 |                               20.13638 |                                13.93469 |                                8.38227 |                                10.39056 |                         5.81181 |                          2.55375 |                         8.24440 |                          5.04679 |                         9.60399 |                          6.18378 |                        10.96487 |                          7.03496 |                        12.73746 |                          8.18598 |                                    5.64817 |                                     4.50383 |                                    4.44554 |                                     3.36228 |                                    3.68108 |                                     2.83756 |                                    3.00253 |                                     2.63438 |                                    2.12612 |                                     2.34090 |
|         1.1 |          1.0 |               5651 |                  61 |                     0.00296 |                      0.10340 |                     0.00026 |                      0.00689 |                     0.00007 |                      0.00226 |                     0.00002 |                      0.00088 |                     0.00000 |                      0.00030 |                              282.91998 |                               112.60826 |                               84.65488 |                                26.21856 |                               39.70183 |                                15.91184 |                               20.15971 |                                11.52399 |                                8.37957 |                                 9.18341 |                         5.82373 |                          2.26912 |                         8.24894 |                          4.97784 |                         9.60851 |                          6.09340 |                        10.96865 |                          7.04053 |                        12.74111 |                          8.10550 |                                    5.64516 |                                     4.72392 |                                    4.43858 |                                     3.26647 |                                    3.68140 |                                     2.76706 |                                    3.00369 |                                     2.44443 |                                    2.12580 |                                     2.21740 |
|         1.1 |          1.1 |               5662 |                  50 |                     0.00297 |                      0.13309 |                     0.00026 |                      0.00823 |                     0.00007 |                      0.00290 |                     0.00002 |                      0.00099 |                     0.00000 |                      0.00032 |                              285.33420 |                               123.47154 |                               85.01000 |                                26.95908 |                               39.90510 |                                17.40295 |                               20.24366 |                                10.85438 |                                8.44538 |                                 8.09944 |                         5.81999 |                          2.01675 |                         8.24486 |                          4.79947 |                         9.60412 |                          5.84388 |                        10.96342 |                          6.92128 |                        12.73591 |                          8.04891 |                                    5.65366 |                                     4.81601 |                                    4.44277 |                                     3.29432 |                                    3.68650 |                                     2.85664 |                                    3.00784 |                                     2.38457 |                                    2.13362 |                                     2.09180 |
