|   RF cutoff |   GPR cutoff |   Points in-domain |   Points out-domain |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain RMSE test score |   Out-Domain RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Normalized-RMSE test score |   Out-Domain Normalized-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Log-RMSE test score |   Out-Domain Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |   In-Domain Normalized-Log-RMSE test score |   Out-Domain Normalized-Log-RMSE test score |
|         0.8 |          1.0 |               5459 |                 253 |                     0.00323 |                      0.03527 |                     0.00028 |                      0.00168 |                     0.00007 |                      0.00057 |                     0.00002 |                      0.00022 |                     0.00000 |                      0.00006 |                              300.57443 |                               148.06000 |                               88.38086 |                                25.61018 |                               42.03501 |                                15.10194 |                               21.30395 |                                11.45895 |                                9.00056 |                                 7.74235 |                         5.73402 |                          3.34464 |                         8.16781 |                          6.39194 |                         9.50900 |                          7.46141 |                        10.87784 |                          8.41838 |                        12.63142 |                          9.69943 |                                    5.70570 |                                     4.99762 |                                    4.48166 |                                     3.24299 |                                    3.73850 |                                     2.71482 |                                    3.05889 |                                     2.43877 |                                    2.19729 |                                     2.04670 |
|         0.8 |          1.1 |               5470 |                 242 |                     0.00324 |                      0.03473 |                     0.00028 |                      0.00158 |                     0.00007 |                      0.00057 |                     0.00002 |                      0.00022 |                     0.00000 |                      0.00006 |                              300.45122 |                               133.50031 |                               89.25651 |                                24.03110 |                               42.42601 |                                14.41111 |                               21.46970 |                                11.10276 |                                9.04172 |                                 7.73027 |                         5.73105 |                          3.36027 |                         8.16370 |                          6.45171 |                         9.50460 |                          7.47774 |                        10.87258 |                          8.42362 |                        12.62698 |                          9.66978 |                                    5.70529 |                                     4.89410 |                                    4.49151 |                                     3.17935 |                                    3.74776 |                                     2.66800 |                                    3.06664 |                                     2.40719 |                                    2.20185 |                                     2.04514 |
|         0.8 |        inf   |               5483 |                 229 |                     0.00325 |                      0.02696 |                     0.00029 |                      0.00133 |                     0.00008 |                      0.00049 |                     0.00002 |                      0.00019 |                     0.00000 |                      0.00006 |                              303.35086 |                                96.98253 |                               90.15934 |                                18.85813 |                               42.75654 |                                11.77680 |                               21.63460 |                                 9.15733 |                                9.11562 |                                 7.00574 |                         5.72844 |                          3.61350 |                         8.15666 |                          6.62223 |                         9.49777 |                          7.62854 |                        10.86614 |                          8.57443 |                        12.62110 |                          9.71241 |                                    5.71489 |                                     4.57453 |                                    4.50158 |                                     2.93694 |                                    3.75552 |                                     2.46613 |                                    3.07429 |                                     2.21456 |                                    2.20999 |                                     1.94673 |
|         0.9 |          0.5 |               5072 |                 640 |                     0.00360 |                      0.08670 |                     0.00031 |                      0.00441 |                     0.00008 |                      0.00115 |                     0.00002 |                      0.00033 |                     0.00000 |                      0.00007 |                              317.35092 |                               857.64375 |                               93.07326 |                               188.82632 |                               44.68554 |                                80.09270 |                               22.46660 |                                42.57113 |                                9.40746 |                                21.84061 |                         5.62647 |                          2.44532 |                         8.06614 |                          5.42398 |                         9.40513 |                          6.76562 |                        10.77489 |                          8.02575 |                        12.52737 |                          9.60080 |                                    5.76001 |                                     6.75419 |                                    4.53339 |                                     5.24083 |                                    3.79965 |                                     4.38318 |                                    3.11203 |                                     3.75118 |                                    2.24150 |                                     3.08377 |
|         0.9 |          0.6 |               5333 |                 379 |                     0.00332 |                      0.07891 |                     0.00029 |                      0.00401 |                     0.00008 |                      0.00112 |                     0.00002 |                      0.00034 |                     0.00000 |                      0.00008 |                              309.49525 |                               532.07821 |                               87.40752 |                                94.02772 |                               42.11511 |                                43.67167 |                               21.57827 |                                26.75238 |                                9.19222 |                                15.86313 |                         5.70705 |                          2.53939 |                         8.13284 |                          5.51829 |                         9.47513 |                          6.79491 |                        10.84304 |                          7.98777 |                        12.59098 |                          9.40155 |                                    5.73494 |                                     6.27679 |                                    4.47058 |                                     4.54359 |                                    3.74041 |                                     3.77670 |                                    3.07169 |                                     3.28662 |                                    2.21836 |                                     2.76400 |
|         0.9 |          0.7 |               5476 |                 236 |                     0.00322 |                      0.06371 |                     0.00028 |                      0.00305 |                     0.00007 |                      0.00102 |                     0.00002 |                      0.00035 |                     0.00000 |                      0.00010 |                              301.39405 |                               219.56601 |                               88.61875 |                                45.06227 |                               41.98921 |                                25.41059 |                               21.24592 |                                17.36505 |                                8.98619 |                                11.93891 |                         5.73969 |                          2.75337 |                         8.17421 |                          5.79304 |                         9.51640 |                          6.89089 |                        10.88406 |                          7.95188 |                        12.63407 |                          9.21020 |                                    5.70842 |                                     5.39165 |                                    4.48434 |                                     3.80805 |                                    3.73741 |                                     3.23517 |                                    3.05616 |                                     2.85446 |                                    2.19569 |                                     2.47980 |
|         0.9 |          0.8 |               5505 |                 207 |                     0.00324 |                      0.05343 |                     0.00028 |                      0.00276 |                     0.00007 |                      0.00098 |                     0.00002 |                      0.00035 |                     0.00000 |                      0.00011 |                              306.34295 |                               163.39590 |                               88.73484 |                                34.12729 |                               41.86167 |                                21.04765 |                               21.23989 |                                15.38995 |                                8.97411 |                                11.09973 |                         5.73252 |                          2.92930 |                         8.18217 |                          5.89332 |                         9.52438 |                          6.93022 |                        10.89170 |                          7.94656 |                        12.64215 |                          9.14628 |                                    5.72471 |                                     5.09618 |                                    4.48565 |                                     3.53010 |                                    3.73437 |                                     3.04679 |                                    3.05588 |                                     2.73371 |                                    2.19434 |                                     2.40692 |
|         0.9 |          0.9 |               5550 |                 162 |                     0.00317 |                      0.03944 |                     0.00027 |                      0.00266 |                     0.00007 |                      0.00100 |                     0.00002 |                      0.00037 |                     0.00000 |                      0.00012 |                              302.44201 |                               100.08354 |                               87.39520 |                                25.68835 |                               41.47272 |                                17.64486 |                               21.01368 |                                12.82795 |                                8.91356 |                                 9.25467 |                         5.75422 |                          3.23287 |                         8.20138 |                          5.92866 |                         9.54241 |                          6.90358 |                        10.91003 |                          7.91254 |                        12.65891 |                          9.06411 |                                    5.71189 |                                     4.60601 |                                    4.47044 |                                     3.24604 |                                    3.72504 |                                     2.87044 |                                    3.04517 |                                     2.55163 |                                    2.18757 |                                     2.22513 |
|         0.9 |          1.0 |               5565 |                 147 |                     0.00313 |                      0.03973 |                     0.00027 |                      0.00230 |                     0.00007 |                      0.00083 |                     0.00002 |                      0.00035 |                     0.00000 |                      0.00010 |                              302.67439 |                                96.11381 |                               87.23967 |                                19.82614 |                               41.21581 |                                12.92240 |                               20.92839 |                                11.00250 |                                8.91588 |                                 7.50264 |                         5.76659 |                          3.22562 |                         8.20634 |                          6.07501 |                         9.54677 |                          7.09627 |                        10.91499 |                          7.95890 |                        12.66397 |                          9.16724 |                                    5.71266 |                                     4.56553 |                                    4.46866 |                                     2.98700 |                                    3.71882 |                                     2.55896 |                                    3.04111 |                                     2.39812 |                                    2.18783 |                                     2.01526 |
|         0.9 |          1.1 |               5576 |                 136 |                     0.00314 |                      0.04215 |                     0.00027 |                      0.00228 |                     0.00007 |                      0.00083 |                     0.00002 |                      0.00036 |                     0.00000 |                      0.00011 |                              305.43121 |                                93.35680 |                               87.90652 |                                18.63449 |                               41.37361 |                                11.99616 |                               21.04766 |                                10.45034 |                                8.95858 |                                 7.50827 |                         5.76363 |                          3.16659 |                         8.20215 |                          6.08226 |                         9.54236 |                          7.09319 |                        10.90971 |                          7.92942 |                        12.65958 |                          9.09964 |                                    5.72172 |                                     4.53643 |                                    4.47627 |                                     2.92501 |                                    3.72264 |                                     2.48459 |                                    3.04679 |                                     2.34663 |                                    2.19261 |                                     2.01601 |
|         0.9 |        inf   |               5589 |                 123 |                     0.00315 |                      0.02942 |                     0.00028 |                      0.00218 |                     0.00007 |                      0.00081 |                     0.00002 |                      0.00035 |                     0.00000 |                      0.00011 |                              300.73747 |                                57.58139 |                               88.26538 |                                16.45788 |                               41.97584 |                                10.49510 |                               21.24940 |                                 8.98030 |                                9.03626 |                                 6.66668 |                         5.76085 |                          3.52624 |                         8.19495 |                          6.12784 |                         9.53529 |                          7.12370 |                        10.90292 |                          7.97013 |                        12.65362 |                          9.11133 |                                    5.70624 |                                     4.05320 |                                    4.48035 |                                     2.80080 |                                    3.73709 |                                     2.35091 |                                    3.05633 |                                     2.19503 |                                    2.20124 |                                     1.89712 |
|         1.0 |          0.5 |               5126 |                 586 |                     0.00344 |                      0.10012 |                     0.00030 |                      0.00514 |                     0.00008 |                      0.00135 |                     0.00002 |                      0.00038 |                     0.00000 |                      0.00008 |                              314.80804 |                               884.85147 |                               89.25456 |                               198.80042 |                               42.89645 |                                88.17342 |                               21.81604 |                                46.87625 |                                9.19120 |                                23.42996 |                         5.67169 |                          2.30139 |                         8.10610 |                          5.27033 |                         9.44289 |                          6.60733 |                        10.81168 |                          7.87871 |                        12.56182 |                          9.46647 |                                    5.75196 |                                     6.78542 |                                    4.49149 |                                     5.29230 |                                    3.75879 |                                     4.47931 |                                    3.08265 |                                     3.84751 |                                    2.21825 |                                     3.15402 |
|         1.0 |          0.6 |               5388 |                 324 |                     0.00318 |                      0.10089 |                     0.00028 |                      0.00519 |                     0.00007 |                      0.00147 |                     0.00002 |                      0.00044 |                     0.00000 |                      0.00010 |                              291.57719 |                               637.37483 |                               85.58807 |                               106.26999 |                               41.20582 |                                52.19371 |                               21.02372 |                                30.87066 |                                8.96702 |                                17.46450 |                         5.75054 |                          2.29370 |                         8.17130 |                          5.26140 |                         9.51178 |                          6.52355 |                        10.87864 |                          7.73262 |                        12.62398 |                          9.16643 |                                    5.67530 |                                     6.45736 |                                    4.44955 |                                     4.66598 |                                    3.71858 |                                     3.95496 |                                    3.04565 |                                     3.42981 |                                    2.19355 |                                     2.86017 |
|         1.0 |          0.7 |               5535 |                 177 |                     0.00306 |                      0.09557 |                     0.00027 |                      0.00472 |                     0.00007 |                      0.00159 |                     0.00002 |                      0.00054 |                     0.00000 |                      0.00015 |                              290.12094 |                               239.93598 |                               85.82685 |                                50.51562 |                               40.66550 |                                30.03630 |                               20.69726 |                                20.25903 |                                8.80691 |                                13.04305 |                         5.78892 |                          2.34785 |                         8.21617 |                          5.35512 |                         9.55666 |                          6.44513 |                        10.92331 |                          7.53204 |                        12.67058 |                          8.81955 |                                    5.67030 |                                     5.48037 |                                    4.45233 |                                     3.92228 |                                    3.70538 |                                     3.40241 |                                    3.03000 |                                     3.00860 |                                    2.17554 |                                     2.56826 |
|         1.0 |          0.8 |               5564 |                 148 |                     0.00308 |                      0.07996 |                     0.00027 |                      0.00440 |                     0.00007 |                      0.00159 |                     0.00002 |                      0.00056 |                     0.00000 |                      0.00016 |                              297.93734 |                               181.82914 |                               85.58283 |                                38.08482 |                               40.44211 |                                25.14864 |                               20.58839 |                                17.95426 |                                8.78191 |                                11.97180 |                         5.78134 |                          2.52625 |                         8.22405 |                          5.42627 |                         9.56458 |                          6.44344 |                        10.93090 |                          7.48016 |                        12.67867 |                          8.71401 |                                    5.69688 |                                     5.20307 |                                    4.44948 |                                     3.63982 |                                    3.69987 |                                     3.22480 |                                    3.02473 |                                     2.88783 |                                    2.17269 |                                     2.48255 |
|         1.0 |          0.9 |               5611 |                 101 |                     0.00302 |                      0.06716 |                     0.00026 |                      0.00522 |                     0.00007 |                      0.00198 |                     0.00002 |                      0.00071 |                     0.00000 |                      0.00021 |                              283.19492 |                               106.13603 |                               84.45978 |                                31.90712 |                               40.41510 |                                21.21345 |                               20.45091 |                                14.92921 |                                8.71221 |                                10.49772 |                         5.80227 |                          2.70072 |                         8.24219 |                          5.25617 |                         9.58142 |                          6.22619 |                        10.94832 |                          7.24731 |                        12.69455 |                          8.45506 |                                    5.64614 |                                     4.66472 |                                    4.43628 |                                     3.46283 |                                    3.69920 |                                     3.05464 |                                    3.01803 |                                     2.70332 |                                    2.16473 |                                     2.35116 |
|         1.0 |          1.0 |               5626 |                  86 |                     0.00298 |                      0.08791 |                     0.00026 |                      0.00518 |                     0.00007 |                      0.00174 |                     0.00002 |                      0.00071 |                     0.00000 |                      0.00020 |                              278.65942 |                               130.66580 |                               84.84851 |                                26.96539 |                               40.41334 |                                16.22343 |                               20.39874 |                                12.81535 |                                8.69511 |                                 8.54164 |                         5.81457 |                          2.43146 |                         8.24700 |                          5.26207 |                         9.58564 |                          6.35581 |                        10.95322 |                          7.24488 |                        12.69939 |                          8.50855 |                                    5.62999 |                                     4.87264 |                                    4.44087 |                                     3.29455 |                                    3.69916 |                                     2.78646 |                                    3.01547 |                                     2.55064 |                                    2.16276 |                                     2.14495 |
|         1.0 |          1.1 |               5637 |                  75 |                     0.00299 |                      0.10879 |                     0.00026 |                      0.00582 |                     0.00007 |                      0.00196 |                     0.00002 |                      0.00079 |                     0.00000 |                      0.00024 |                              285.14688 |                               122.18470 |                               85.46517 |                                25.59346 |                               40.60236 |                                16.07460 |                               20.47445 |                                12.35284 |                                8.75204 |                                 8.66852 |                         5.81145 |                          2.21833 |                         8.24264 |                          5.14661 |                         9.58105 |                          6.23693 |                        10.94778 |                          7.14514 |                        12.69485 |                          8.35014 |                                    5.65300 |                                     4.80553 |                                    4.44811 |                                     3.24234 |                                    3.70383 |                                     2.77724 |                                    3.01918 |                                     2.51389 |                                    2.16929 |                                     2.15970 |
|         1.0 |        inf   |               5650 |                  62 |                     0.00300 |                      0.07122 |                     0.00027 |                      0.00484 |                     0.00007 |                      0.00178 |                     0.00002 |                      0.00076 |                     0.00000 |                      0.00025 |                              287.55297 |                                74.01493 |                               85.84314 |                                18.92077 |                               41.07779 |                                12.75349 |                               20.72349 |                                10.02917 |                                8.83104 |                                 7.81888 |                         5.80857 |                          2.64194 |                         8.23534 |                          5.33163 |                         9.57387 |                          6.33055 |                        10.94085 |                          7.18587 |                        12.68869 |                          8.28337 |                                    5.66141 |                                     4.30427 |                                    4.45252 |                                     2.94026 |                                    3.71547 |                                     2.54580 |                                    3.03127 |                                     2.30550 |                                    2.17827 |                                     2.05654 |
|         1.1 |          0.5 |               5149 |                 563 |                     0.00337 |                      0.10758 |                     0.00030 |                      0.00556 |                     0.00008 |                      0.00145 |                     0.00002 |                      0.00041 |                     0.00000 |                      0.00008 |                              318.05214 |                               842.71636 |                               87.64038 |                               198.05783 |                               42.32587 |                                87.78633 |                               21.58246 |                                47.59569 |                                9.05762 |                                24.08971 |                         5.69355 |                          2.22948 |                         8.12382 |                          5.19260 |                         9.46098 |                          6.53742 |                        10.82875 |                          7.80766 |                        12.57943 |                          9.39248 |                                    5.76222 |                                     6.73663 |                                    4.47324 |                                     5.28856 |                                    3.74540 |                                     4.47491 |                                    3.07188 |                                     3.86274 |                                    2.20361 |                                     3.18178 |
|         1.1 |          0.6 |               5412 |                 300 |                     0.00311 |                      0.11352 |                     0.00028 |                      0.00588 |                     0.00007 |                      0.00165 |                     0.00002 |                      0.00049 |                     0.00000 |                      0.00012 |                              291.13217 |                               607.53651 |                               85.41564 |                               108.62080 |                               40.85823 |                                53.77288 |                               20.80411 |                                31.79599 |                                8.84172 |                                18.32167 |                         5.77189 |                          2.17582 |                         8.18931 |                          5.13579 |                         9.52992 |                          6.40661 |                        10.89576 |                          7.61535 |                        12.64128 |                          9.02933 |                                    5.67378 |                                     6.40941 |                                    4.44753 |                                     4.68786 |                                    3.71011 |                                     3.98477 |                                    3.03515 |                                     3.45934 |                                    2.17948 |                                     2.90808 |
|         1.1 |          0.7 |               5563 |                 149 |                     0.00299 |                      0.12760 |                     0.00026 |                      0.00645 |                     0.00007 |                      0.00210 |                     0.00002 |                      0.00070 |                     0.00000 |                      0.00019 |                              289.18796 |                               297.77009 |                               84.49008 |                                55.55657 |                               39.95563 |                                33.12878 |                               20.34992 |                                22.23823 |                                8.68304 |                                14.21838 |                         5.81232 |                          2.05889 |                         8.23656 |                          5.04414 |                         9.57718 |                          6.16807 |                        10.94263 |                          7.26899 |                        12.68971 |                          8.54970 |                                    5.66708 |                                     5.69632 |                                    4.43663 |                                     4.01740 |                                    3.68777 |                                     3.50040 |                                    3.01308 |                                     3.10181 |                                    2.16137 |                                     2.65454 |
|         1.1 |          0.8 |               5592 |                 120 |                     0.00301 |                      0.10664 |                     0.00026 |                      0.00615 |                     0.00007 |                      0.00214 |                     0.00002 |                      0.00076 |                     0.00000 |                      0.00022 |                              288.52836 |                               208.65772 |                               84.26636 |                                45.79921 |                               39.99659 |                                26.65488 |                               20.28145 |                                18.89764 |                                8.64932 |                                13.17854 |                         5.80469 |                          2.23829 |                         8.24447 |                          5.09165 |                         9.58513 |                          6.14567 |                        10.95024 |                          7.18738 |                        12.69782 |                          8.39943 |                                    5.66479 |                                     5.34070 |                                    4.43398 |                                     3.82427 |                                    3.68879 |                                     3.28297 |                                    3.00971 |                                     2.93904 |                                    2.15748 |                                     2.57859 |
|         1.1 |          0.9 |               5639 |                  73 |                     0.00295 |                      0.09954 |                     0.00026 |                      0.00867 |                     0.00007 |                      0.00315 |                     0.00002 |                      0.00114 |                     0.00000 |                      0.00033 |                              282.18057 |                               116.42387 |                               84.06549 |                                37.22121 |                               39.93676 |                                25.47050 |                               20.11518 |                                17.43579 |                                8.60034 |                                12.00009 |                         5.82563 |                          2.30717 |                         8.26257 |                          4.74747 |                         9.60189 |                          5.76058 |                        10.96755 |                          6.77879 |                        12.71370 |                          8.00233 |                                    5.64255 |                                     4.75724 |                                    4.43160 |                                     3.61688 |                                    3.68730 |                                     3.23752 |                                    3.00147 |                                     2.85853 |                                    2.15180 |                                     2.48491 |
|         1.1 |          1.0 |               5654 |                  58 |                     0.00291 |                      0.14826 |                     0.00026 |                      0.00946 |                     0.00007 |                      0.00306 |                     0.00002 |                      0.00123 |                     0.00000 |                      0.00032 |                              278.90525 |                               153.04208 |                               83.32219 |                                34.48688 |                               39.79378 |                                20.46503 |                               20.07387 |                                15.32207 |                                8.57852 |                                 9.24199 |                         5.83802 |                          1.90879 |                         8.26735 |                          4.66063 |                         9.60602 |                          5.79064 |                        10.97241 |                          6.70223 |                        12.71857 |                          8.04876 |                                    5.63087 |                                     5.03071 |                                    4.42271 |                                     3.54058 |                                    3.68371 |                                     3.01872 |                                    2.99942 |                                     2.72929 |                                    2.14926 |                                     2.22376 |
|         1.1 |          1.1 |               5665 |                  47 |                     0.00292 |                      0.19631 |                     0.00026 |                      0.01134 |                     0.00007 |                      0.00352 |                     0.00002 |                      0.00143 |                     0.00000 |                      0.00040 |                              278.48679 |                               161.78219 |                               83.75435 |                                35.03905 |                               40.00594 |                                19.50738 |                               20.16974 |                                14.70395 |                                8.63241 |                                 9.55561 |                         5.83489 |                          1.62805 |                         8.26293 |                          4.47904 |                         9.60140 |                          5.64904 |                        10.96694 |                          6.55195 |                        12.71401 |                          7.82699 |                                    5.62937 |                                     5.08625 |                                    4.42789 |                                     3.55646 |                                    3.68903 |                                     2.97079 |                                    3.00418 |                                     2.68812 |                                    2.15552 |                                     2.25713 |
|         1.1 |        inf   |               5678 |                  34 |                     0.00293 |                      0.12685 |                     0.00026 |                      0.00745 |                     0.00007 |                      0.00274 |                     0.00002 |                      0.00126 |                     0.00000 |                      0.00042 |                              276.94074 |                                65.04454 |                               83.46795 |                                15.66246 |                               40.27582 |                                10.79847 |                               20.37239 |                                 9.38878 |                                8.69886 |                                 7.22876 |                         5.83186 |                          2.06477 |                         8.25557 |                          4.89996 |                         9.59414 |                          5.90128 |                        10.95997 |                          6.67999 |                        12.70783 |                          7.77612 |                                    5.62380 |                                     4.17507 |                                    4.42446 |                                     2.75127 |                                    3.69575 |                                     2.37940 |                                    3.01418 |                                     2.23952 |                                    2.16319 |                                     1.97807 |
|       inf   |          0.5 |               5171 |                 541 |                     0.00338 |                      0.11392 |                     0.00030 |                      0.00591 |                     0.00008 |                      0.00154 |                     0.00002 |                      0.00043 |                     0.00000 |                      0.00009 |                              323.70644 |                               897.94367 |                               87.61980 |                               194.95785 |                               42.30668 |                                88.47952 |                               21.59995 |                                47.99473 |                                9.05157 |                                24.68413 |                         5.69021 |                          2.17226 |                         8.12715 |                          5.13141 |                         9.46452 |                          6.47537 |                        10.83333 |                          7.74935 |                        12.58364 |                          9.32634 |                                    5.77984 |                                     6.80011 |                                    4.47301 |                                     5.27278 |                                    3.74494 |                                     4.48277 |                                    3.07269 |                                     3.87109 |                                    2.20294 |                                     3.20616 |
|       inf   |          0.6 |               5445 |                 267 |                     0.00310 |                      0.12263 |                     0.00027 |                      0.00646 |                     0.00007 |                      0.00181 |                     0.00002 |                      0.00053 |                     0.00000 |                      0.00013 |                              285.82146 |                               544.90682 |                               84.91839 |                               103.00977 |                               40.54433 |                                49.30547 |                               20.65075 |                                29.46117 |                                8.79459 |                                17.85088 |                         5.77662 |                          2.09859 |                         8.20081 |                          5.04228 |                         9.54114 |                          6.31383 |                        10.90814 |                          7.53420 |                        12.65279 |                          8.92183 |                                    5.65537 |                                     6.30061 |                                    4.44169 |                                     4.63482 |                                    3.70240 |                                     3.89804 |                                    3.02775 |                                     3.38307 |                                    2.17414 |                                     2.88205 |
|       inf   |          0.7 |               5597 |                 115 |                     0.00297 |                      0.18711 |                     0.00026 |                      0.00995 |                     0.00007 |                      0.00314 |                     0.00002 |                      0.00099 |                     0.00000 |                      0.00028 |                              284.16416 |                               340.61887 |                               83.95385 |                                70.47079 |                               39.89461 |                                38.36920 |                               20.22855 |                                23.49522 |                                8.62985 |                                15.46628 |                         5.81777 |                          1.67603 |                         8.24790 |                          4.61006 |                         9.58822 |                          5.76463 |                        10.95476 |                          6.92191 |                        12.70078 |                          8.19468 |                                    5.64955 |                                     5.83076 |                                    4.43027 |                                     4.25520 |                                    3.68624 |                                     3.64726 |                                    3.00710 |                                     3.15680 |                                    2.15523 |                                     2.73866 |
|       inf   |          0.8 |               5626 |                  86 |                     0.00300 |                      0.16114 |                     0.00026 |                      0.01004 |                     0.00007 |                      0.00345 |                     0.00002 |                      0.00115 |                     0.00000 |                      0.00035 |                              279.80353 |                               239.52106 |                               84.09367 |                                52.19935 |                               39.98613 |                                32.20299 |                               20.21226 |                                20.69775 |                                8.61280 |                                14.93861 |                         5.81048 |                          1.82546 |                         8.25594 |                          4.60155 |                         9.59626 |                          5.67021 |                        10.96240 |                          6.76550 |                        12.70890 |                          7.94955 |                                    5.63409 |                                     5.47864 |                                    4.43193 |                                     3.95507 |                                    3.68853 |                                     3.47206 |                                    3.00629 |                                     3.03002 |                                    2.15325 |                                     2.70395 |
|       inf   |          0.9 |               5673 |                  39 |                     0.00293 |                      0.17715 |                     0.00026 |                      0.02223 |                     0.00007 |                      0.00818 |                     0.00002 |                      0.00262 |                     0.00000 |                      0.00077 |                              276.15228 |                               112.78363 |                               82.29605 |                                55.07388 |                               39.62139 |                                37.60229 |                               19.97939 |                                22.44844 |                                8.55485 |                                15.38248 |                         5.83151 |                          1.73074 |                         8.27406 |                          3.80629 |                         9.61300 |                          4.80649 |                        10.97967 |                          5.94455 |                        12.72479 |                          7.16658 |                                    5.62095 |                                     4.72547 |                                    4.41032 |                                     4.00868 |                                    3.67937 |                                     3.62706 |                                    2.99470 |                                     3.11122 |                                    2.14650 |                                     2.73323 |
|       inf   |          1.0 |               5688 |                  24 |                     0.00290 |                      0.27541 |                     0.00025 |                      0.03199 |                     0.00007 |                      0.01049 |                     0.00002 |                      0.00372 |                     0.00000 |                      0.00098 |                              272.08978 |                               114.62466 |                               81.05616 |                                49.11559 |                               39.38862 |                                30.47586 |                               19.93979 |                                19.67837 |                                8.54539 |                                12.14820 |                         5.84407 |                          1.28950 |                         8.27887 |                          3.44238 |                         9.61713 |                          4.55760 |                        10.98452 |                          5.59529 |                        12.72950 |                          6.92590 |                                    5.60613 |                                     4.74166 |                                    4.39514 |                                     3.89418 |                                    3.67348 |                                     3.41694 |                                    2.99272 |                                     2.97952 |                                    2.14539 |                                     2.49718 |
|       inf   |          1.1 |               5699 |                  13 |                     0.00291 |                      0.48796 |                     0.00025 |                      0.05894 |                     0.00007 |                      0.01873 |                     0.00002 |                      0.00668 |                     0.00000 |                      0.00194 |                              270.26158 |                               100.71732 |                               82.29407 |                                40.40634 |                               39.77310 |                                26.28669 |                               20.08438 |                                18.47486 |                                8.61482 |                                12.57737 |                         5.84108 |                          0.71752 |                         8.27453 |                          2.83121 |                         9.61258 |                          3.97739 |                        10.97908 |                          5.00861 |                        12.72504 |                          6.24387 |                                    5.59939 |                                     4.61232 |                                    4.41030 |                                     3.69899 |                                    3.68319 |                                     3.26906 |                                    2.99994 |                                     2.91641 |                                    2.15348 |                                     2.53190 |
|       inf   |        inf   |               5712 |                   0 |                     0.00292 |                      1.00000 |                     0.00026 |                      1.00000 |                     0.00007 |                      1.00000 |                     0.00002 |                      1.00000 |                     0.00000 |                      1.00000 |                              270.67207 |                                 1.00000 |                               82.66989 |                                 1.00000 |                               40.14920 |                                 1.00000 |                               20.26099 |                                 1.00000 |                                8.69411 |                                 1.00000 |                         5.83785 |                          0.00000 |                         8.26708 |                          0.00000 |                         9.60526 |                          0.00000 |                        10.97197 |                          0.00000 |                        12.71878 |                          0.00000 |                                    5.60091 |                                     0.00000 |                                    4.41486 |                                     0.00000 |                                    3.69260 |                                     0.00000 |                                    3.00870 |                                     0.00000 |                                    2.16265 |                                     0.00000 |
